ID,Case Number,Date,Block,IUCR,Primary Type,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude
11035468,JA369114,7/29/2017 21:00,060XX N CLARK ST,460,BATTERY,FALSE,FALSE,2433,24,48,77,08B,1164557,1940395,2017,8/5/2017 15:50,41.99206042,-87.6700673
2262302,HH541454,7/28/2002 13:00,035XX W 111TH ST,890,THEFT,TRUE,FALSE,2211,22,19,74,6,,,2002,8/17/2015 15:03,,
2262333,HH535038,7/25/2002 15:50,052XX W LE MOYNE ST,1320,CRIMINAL DAMAGE,FALSE,FALSE,2532,25,37,25,14,,,2002,8/17/2015 15:03,,
2262781,HH519604,7/18/2002 21:40,012XX N WASHTENAW AVE,1460,WEAPONS VIOLATION,TRUE,FALSE,1423,14,26,24,15,,,2002,8/17/2015 15:03,,
2263680,HH540494,7/27/2002 22:20,003XX S LAVERGNE AVE,4230,KIDNAPPING,FALSE,FALSE,1533,15,29,25,26,,,2002,8/17/2015 15:03,,
2263712,HH538578,7/26/2002 19:30,0000X N CICERO AVE,460,BATTERY,FALSE,FALSE,1533,15,28,25,08B,,,2002,8/17/2015 15:03,,
2264063,HH544796,7/29/2002 19:24,001XX N ASHLAND AVE,810,THEFT,FALSE,FALSE,1333,12,27,28,6,,,2002,8/17/2015 15:03,,
2264102,HH540623,7/27/2002 22:00,021XX S LOOMIS ST,910,MOTOR VEHICLE THEFT,FALSE,FALSE,1222,12,25,31,7,,,2002,8/17/2015 15:03,,
2264725,HH538873,7/27/2002 8:48,072XX S HOMAN AVE,820,THEFT,FALSE,FALSE,831,8,18,66,6,,,2002,8/17/2015 15:03,,
2265000,HH529213,7/23/2002 3:50,011XX W LAWRENCE AVE,460,BATTERY,TRUE,FALSE,2033,20,48,3,08B,,,2002,8/17/2015 15:03,,
2265078,HH535137,7/25/2002 17:00,046XX S WELLS ST,2024,NARCOTICS,TRUE,FALSE,935,9,3,37,18,,,2002,8/17/2015 15:03,,
11035469,JA369154,7/29/2017 22:47,015XX N MILWAUKEE AVE,460,BATTERY,TRUE,FALSE,1424,14,1,24,08B,1163090,1910347,2017,8/5/2017 15:50,41.90963823,-87.67631067
11035470,JA369214,7/29/2017 23:35,031XX W MONROE ST,1821,NARCOTICS,TRUE,FALSE,1124,11,28,27,18,1155630,1899371,2017,8/5/2017 15:50,41.8796726,-87.70401135
11035472,JA369160,7/29/2017 21:45,044XX N KEOKUK AVE,430,BATTERY,FALSE,FALSE,1722,17,45,16,04B,1147427,1929404,2017,8/5/2017 15:50,41.96224713,-87.73336029
2266203,HH546598,7/29/2002 19:00,006XX W ADAMS ST,810,THEFT,FALSE,FALSE,111,1,2,28,6,,,2002,8/17/2015 15:03,,
2266223,HH546560,7/30/2002 6:30,018XX W MONTROSE AVE,920,MOTOR VEHICLE THEFT,FALSE,FALSE,1922,19,47,4,7,,,2002,8/17/2015 15:03,,
2266369,HH537184,7/26/2002 15:15,010XX N CALIFORNIA AVE,925,MOTOR VEHICLE THEFT,FALSE,FALSE,1311,12,26,24,7,,,2002,8/17/2015 15:03,,
2267388,HH538089,7/26/2002 21:54,052XX W NORTH AVE,1506,PROSTITUTION,TRUE,FALSE,2533,25,37,25,16,,,2002,8/17/2015 15:03,,
2269245,HH549896,8/1/2002 1:35,028XX S DR MARTIN LUTHER KING JR DR,486,BATTERY,FALSE,TRUE,2122,2,4,35,08B,,,2002,8/17/2015 15:03,,
2269646,HH538901,7/27/2002 9:00,031XX W ARMITAGE AVE,1506,PROSTITUTION,TRUE,FALSE,1414,14,35,22,16,,,2002,8/17/2015 15:03,,
2271025,HH545831,7/30/2002 12:06,077XX N HERMITAGE AVE,1822,NARCOTICS,TRUE,FALSE,2422,24,49,1,18,,,2002,8/17/2015 15:03,,
2271299,HH545367,7/30/2002 2:00,031XX N HARLEM AVE,460,BATTERY,FALSE,FALSE,2511,25,36,17,08B,,,2002,8/17/2015 15:03,,
2272582,HH554226,8/2/2002 23:00,004XX E 79TH ST,520,ASSAULT,FALSE,FALSE,624,6,6,69,04A,,,2002,8/17/2015 15:03,,
2272986,HH552377,8/2/2002 12:30,049XX W MAYPOLE AVE,460,BATTERY,FALSE,FALSE,1532,15,28,25,08B,,,2002,8/17/2015 15:03,,
2273933,HH556842,8/4/2002 2:00,004XX N ASHLAND AVE,890,THEFT,FALSE,FALSE,1324,12,26,24,6,,,2002,8/17/2015 15:03,,
2275011,HH557848,8/4/2002 14:00,087XX S STATE ST,910,MOTOR VEHICLE THEFT,FALSE,FALSE,634,6,21,44,7,,,2002,8/17/2015 15:03,,
2275126,HH549192,7/31/2002 19:20,022XX N CALIFORNIA AVE,486,BATTERY,FALSE,TRUE,1431,14,1,22,08B,,,2002,8/17/2015 15:03,,
11035473,JA368670,7/29/2017 13:00,055XX N SAWYER AVE,610,BURGLARY,FALSE,FALSE,1712,17,40,13,5,1153715,1936638,2017,8/5/2017 15:50,41.98197451,-87.71004822
2275893,HH558659,8/5/2002 0:10,051XX S CORNELL AVE,312,ROBBERY,FALSE,FALSE,2132,2,4,41,3,,,2002,8/17/2015 15:03,,
2276212,HH555991,8/3/2002 20:10,041XX W FIFTH AVE,143A,WEAPONS VIOLATION,TRUE,FALSE,1132,11,24,26,15,,,2002,8/17/2015 15:03,,
11035474,JA369192,7/29/2017 23:10,068XX S CALIFORNIA AVE,560,ASSAULT,TRUE,FALSE,831,8,15,66,08A,1158892,1859063,2017,8/5/2017 15:50,41.76899632,-87.69313657
2278391,HH504015,7/12/2002 1:52,015XX W NORTH AVE,1506,PROSTITUTION,TRUE,FALSE,1433,14,1,24,16,,,2002,8/17/2015 15:03,,
2276705,HH548072,7/31/2002 11:00,075XX N ASHLAND AVE,2017,NARCOTICS,TRUE,FALSE,2422,24,49,1,18,,,2002,8/17/2015 15:03,,
2276785,HH543571,7/29/2002 13:02,047XX S HALSTED ST,1513,PROSTITUTION,TRUE,FALSE,935,9,11,61,16,,,2002,8/17/2015 15:03,,
11035475,JA369146,7/29/2017 22:20,018XX N MONTICELLO AVE,560,ASSAULT,FALSE,FALSE,2535,25,26,22,08A,1151758,1911907,2017,8/5/2017 15:50,41.91414966,-87.71789867
2277544,HH546360,7/30/2002 15:50,055XX S JUSTINE ST,460,BATTERY,TRUE,FALSE,713,7,16,67,08B,,,2002,8/17/2015 15:03,,
11035477,JA369137,7/29/2017 21:40,014XX S MUSEUM CAMPUS DR,1330,CRIMINAL TRESPASS,TRUE,FALSE,132,1,2,33,26,1179970,1893558,2017,8/5/2017 15:50,41.86319688,-87.61481782
2278522,HH560017,8/5/2002 15:30,003XX W INSTITUTE PL,1320,CRIMINAL DAMAGE,FALSE,FALSE,1823,18,27,8,14,,,2002,8/17/2015 15:03,,
2278632,HH537270,7/26/2002 15:51,035XX S ARCHER AVE,1310,CRIMINAL DAMAGE,FALSE,FALSE,913,9,11,59,14,,,2002,8/17/2015 15:03,,
2279460,HH562912,8/6/2002 18:30,001XX S MICHIGAN AVE,890,THEFT,FALSE,FALSE,124,1,42,32,6,,,2002,8/17/2015 15:03,,
2280566,HH562384,8/6/2002 17:07,032XX E 91ST ST,460,BATTERY,FALSE,FALSE,424,4,10,46,08B,,,2002,8/17/2015 15:03,,
2281865,HH562921,8/6/2002 16:00,038XX W BELMONT AVE,820,THEFT,FALSE,FALSE,1732,17,30,21,6,,,2002,8/17/2015 15:03,,
2282784,HH549497,7/31/2002 20:58,003XX N CICERO AVE,2110,NARCOTICS,TRUE,FALSE,1532,15,28,25,18,,,2002,8/17/2015 15:03,,
2282271,HH561335,8/3/2002 12:00,008XX N MICHIGAN AVE,890,THEFT,FALSE,FALSE,1833,18,42,8,6,,,2002,8/17/2015 15:03,,
2287867,HH557714,8/4/2002 15:45,070XX S HAMLIN AVE,1320,CRIMINAL DAMAGE,FALSE,FALSE,833,8,13,65,14,,,2002,8/17/2015 15:03,,
2282772,HH552916,8/2/2002 13:13,013XX N SPAULDING AVE,2022,NARCOTICS,TRUE,FALSE,1422,14,26,23,18,,,2002,8/17/2015 15:03,,
2282852,HH552128,8/2/2002 3:25,068XX N SHERIDAN RD,1811,NARCOTICS,TRUE,FALSE,2431,24,49,1,18,,,2002,8/17/2015 15:03,,
2283280,HH566153,6/22/2002 15:43,043XX N CICERO AVE,810,THEFT,FALSE,FALSE,1722,17,45,15,6,,,2002,8/17/2015 15:03,,
2283789,HH567900,8/9/2002 5:05,007XX W ROSCOE ST,320,ROBBERY,FALSE,FALSE,2331,19,44,6,3,,,2002,8/17/2015 15:03,,
2283923,HH567721,8/8/2002 23:57,001XX W CERMAK RD,460,BATTERY,FALSE,FALSE,2111,2,25,34,08B,,,2002,8/17/2015 15:03,,
2284880,HH564352,8/7/2002 15:15,013XX N PULASKI RD,820,THEFT,TRUE,FALSE,2534,25,27,23,6,,,2002,8/17/2015 15:03,,
2285178,HH567009,8/8/2002 18:02,0000X E CHICAGO AVE,1310,CRIMINAL DAMAGE,FALSE,FALSE,1833,18,42,8,14,,,2002,8/17/2015 15:03,,
2287220,HH571989,8/4/2002 2:00,001XX N CARPENTER ST,910,MOTOR VEHICLE THEFT,FALSE,FALSE,1212,12,27,28,7,,,2002,8/17/2015 15:03,,
2287943,HH572215,8/11/2002 0:30,005XX E 33RD BLVD,930,MOTOR VEHICLE THEFT,TRUE,FALSE,2112,2,3,35,7,,,2002,8/17/2015 15:03,,
2288440,HH574419,8/11/2002 17:00,012XX N LAVERGNE AVE,910,MOTOR VEHICLE THEFT,FALSE,FALSE,2533,25,37,25,7,,,2002,8/17/2015 15:03,,
2288555,HH574533,8/11/2002 23:30,010XX S RACINE AVE,1320,CRIMINAL DAMAGE,FALSE,FALSE,1231,12,2,28,14,,,2002,8/17/2015 15:03,,
2288624,HH570951,8/10/2002 13:58,010XX W GRANVILLE AVE,560,ASSAULT,FALSE,FALSE,2433,24,48,77,08A,,,2002,8/17/2015 15:03,,
11035478,JA369147,7/29/2017 21:28,053XX W FERDINAND ST,1822,NARCOTICS,TRUE,FALSE,1523,15,28,25,18,1140718,1902634,2017,8/5/2017 15:50,41.88891368,-87.75868647
11035479,JA369111,7/29/2017 17:00,021XX W GREENLEAF AVE,1310,CRIMINAL DAMAGE,FALSE,FALSE,2411,24,50,2,14,1160555,1946924,2017,8/5/2017 15:50,42.01006031,-87.68460593
2289215,HH493116,7/7/2002 11:45,016XX W 47TH ST,2210,LIQUOR LAW VIOLATION,TRUE,FALSE,914,9,3,61,22,,,2002,8/17/2015 15:03,,
2289427,HH565117,8/7/2002 20:09,023XX E 77TH ST,2017,NARCOTICS,TRUE,FALSE,414,4,7,43,18,,,2002,8/17/2015 15:03,,
2289729,HH567378,8/8/2002 20:50,039XX W HIRSCH ST,143A,WEAPONS VIOLATION,TRUE,FALSE,2535,25,30,23,15,,,2002,8/17/2015 15:03,,
2289826,HH565221,8/7/2002 21:16,027XX E 82ND ST,1811,NARCOTICS,TRUE,FALSE,423,4,7,46,18,,,2002,8/17/2015 15:03,,
11035480,JA369030,7/29/2017 20:13,016XX W 57TH ST,041A,BATTERY,FALSE,FALSE,715,7,15,67,04B,1166436,1866912,2017,8/5/2017 15:50,41.79037756,-87.66526028
2290083,HH570027,8/10/2002 0:38,008XX W DIVISION ST,430,BATTERY,FALSE,FALSE,1822,18,32,8,04B,,,2002,8/17/2015 15:03,,
2290792,HH572145,8/11/2002 0:54,043XX W ROOSEVELT RD,031A,ROBBERY,FALSE,FALSE,1011,10,24,29,3,,,2002,8/17/2015 15:03,,
2150889,HH392730,5/23/2002 23:45,007XX N CICERO AVE,460,BATTERY,FALSE,TRUE,1111,11,28,25,08B,,,2002,8/17/2015 15:03,,
2150939,HH398419,5/26/2002 20:53,006XX W DIVISION ST,1320,CRIMINAL DAMAGE,FALSE,FALSE,1822,18,27,8,14,,,2002,8/17/2015 15:03,,
2151618,HH387898,5/21/2002 23:50,008XX N CALIFORNIA AVE,143A,WEAPONS VIOLATION,TRUE,FALSE,1311,12,26,24,15,,,2002,8/17/2015 15:03,,
2152244,HH393112,5/24/2002 11:00,005XX E 36TH PL,420,BATTERY,FALSE,TRUE,212,2,4,35,04B,,,2002,8/17/2015 15:03,,
2152699,HH401596,5/28/2002 10:30,007XX N STATE ST,820,THEFT,FALSE,FALSE,1833,18,42,8,6,,,2002,8/17/2015 15:03,,
2152818,HH399951,5/27/2002 10:45,037XX S WESTERN AVE,810,THEFT,FALSE,FALSE,913,9,12,59,6,,,2002,8/17/2015 15:03,,
2154396,HH401578,5/27/2002 16:30,002XX E 29TH ST,820,THEFT,FALSE,FALSE,2112,2,2,35,6,,,2002,8/17/2015 15:03,,
2154457,HH399835,5/27/2002 15:00,032XX W FULLERTON AVE,1310,CRIMINAL DAMAGE,FALSE,FALSE,1413,14,35,22,14,,,2002,8/17/2015 15:03,,
2154902,HH389833,5/22/2002 20:30,004XX S CENTRAL PARK AVE,460,BATTERY,FALSE,FALSE,1133,11,28,27,08B,,,2002,8/17/2015 15:03,,
2155233,HH403447,5/29/2002 2:10,055XX W FULTON ST,460,BATTERY,FALSE,FALSE,1523,15,28,25,08B,,,2002,8/17/2015 15:03,,
2155810,HH405936,5/29/2002 22:00,037XX W 24TH ST,910,MOTOR VEHICLE THEFT,FALSE,FALSE,1013,10,22,30,7,,,2002,8/17/2015 15:03,,
2156363,HH397810,5/26/2002 14:15,047XX S ARCHER AVE,1320,CRIMINAL DAMAGE,FALSE,FALSE,821,8,14,58,14,,,2002,8/17/2015 15:03,,
2156396,HH404242,5/29/2002 12:00,021XX S CANAL ST,820,THEFT,FALSE,FALSE,923,9,25,34,6,,,2002,8/17/2015 15:03,,
2157731,HH402984,5/28/2002 21:22,021XX N MILWAUKEE AVE,1320,CRIMINAL DAMAGE,FALSE,FALSE,1431,14,1,22,14,,,2002,8/17/2015 15:03,,
2158537,HH398977,5/27/2002 2:40,014XX W NORTH AVE,1506,PROSTITUTION,TRUE,FALSE,1433,14,32,24,16,,,2002,8/17/2015 15:03,,
2158809,HH400969,5/28/2002 3:31,009XX W DIVISION ST,2027,NARCOTICS,TRUE,FALSE,1822,18,32,8,18,,,2002,8/17/2015 15:03,,
2159039,HH385951,5/20/2002 18:30,048XX N MARINE DR,1320,CRIMINAL DAMAGE,FALSE,FALSE,2024,20,48,3,14,,,2002,8/17/2015 15:03,,
2159399,HH409067,5/24/2002 17:00,014XX W WEBSTER AVE,810,THEFT,FALSE,FALSE,1811,18,32,7,6,,,2002,8/17/2015 15:03,,
2159417,HH405547,5/29/2002 22:30,007XX N ORLEANS ST,460,BATTERY,TRUE,FALSE,1831,18,42,8,08B,,,2002,8/17/2015 15:03,,
11035482,JA369133,7/29/2017 22:08,017XX N LECLAIRE AVE,1477,WEAPONS VIOLATION,FALSE,FALSE,2533,25,37,25,15,1142273,1911283,2017,8/5/2017 15:50,41.91261881,-87.75276088
2160965,HH409218,5/31/2002 14:00,013XX N PULASKI RD,820,THEFT,FALSE,FALSE,2534,25,27,23,6,,,2002,8/17/2015 15:03,,
2161654,HH412141,6/1/2002 18:15,041XX W ROOSEVELT RD,460,BATTERY,FALSE,FALSE,1011,10,24,29,08B,,,2002,8/17/2015 15:03,,
2162038,HH413464,6/1/2002 22:30,109XX S LONGWOOD DR,915,MOTOR VEHICLE THEFT,FALSE,FALSE,2212,22,19,75,7,,,2002,8/17/2015 15:03,,
2162322,HH413870,6/2/2002 3:00,024XX W LE MOYNE ST,910,MOTOR VEHICLE THEFT,FALSE,FALSE,1423,14,1,24,7,,,2002,8/17/2015 15:03,,
2164140,HH405289,5/29/2002 20:48,037XX S RHODES AVE,041A,BATTERY,FALSE,FALSE,212,2,4,35,04B,,,2002,8/17/2015 15:03,,
11035483,JA369191,7/29/2017 22:39,030XX N KILBOURN AVE,486,BATTERY,TRUE,TRUE,2523,25,31,20,08B,1145853,1919772,2017,8/5/2017 15:50,41.9358462,-87.73939272
2166884,HH417858,6/3/2002 13:30,009XX E 76TH ST,610,BURGLARY,FALSE,FALSE,624,6,8,69,5,,,2002,8/17/2015 15:03,,
2165359,HH402918,5/28/2002 20:20,054XX S HALSTED ST,2024,NARCOTICS,TRUE,FALSE,934,9,20,61,18,,,2002,8/17/2015 15:03,,
2166088,HH407372,5/30/2002 17:59,050XX W CONCORD PL,1811,NARCOTICS,TRUE,FALSE,2533,25,37,25,18,,,2002,8/17/2015 15:03,,
2167526,HH404305,5/29/2002 13:24,005XX S KEDZIE AVE,460,BATTERY,TRUE,FALSE,1134,11,24,27,08B,,,2002,8/17/2015 15:03,,
2168048,HH412307,6/1/2002 19:15,009XX N MOZART ST,1811,NARCOTICS,TRUE,FALSE,1311,12,26,24,18,,,2002,8/17/2015 15:03,,
2168332,HH421974,6/5/2002 16:00,025XX E 72ND ST,820,THEFT,FALSE,FALSE,334,3,7,43,6,,,2002,8/17/2015 15:03,,
2308622,HH597961,8/22/2002 17:15,064XX W DIVERSEY AVE,860,THEFT,FALSE,FALSE,2512,25,36,19,6,,,2002,8/17/2015 15:03,,
2169228,HH420311,6/4/2002 19:00,003XX W 24TH PL,430,BATTERY,FALSE,FALSE,2111,2,25,34,04B,,,2002,8/17/2015 15:03,,
2304805,HH580701,8/14/2002 18:46,028XX N CENTRAL PARK AVE,460,BATTERY,FALSE,FALSE,2523,25,35,21,08B,,,2002,8/17/2015 15:03,,
2305107,HH594536,8/21/2002 0:30,029XX E 90TH ST,910,MOTOR VEHICLE THEFT,FALSE,FALSE,423,4,10,46,7,,,2002,8/17/2015 15:03,,
2306256,HH584513,8/16/2002 14:00,029XX N CENTRAL PARK AVE,486,BATTERY,TRUE,TRUE,2523,25,35,21,08B,,,2002,8/17/2015 15:03,,
2307015,HH595337,8/21/2002 8:30,033XX N GREENVIEW AVE,810,THEFT,FALSE,FALSE,1924,19,44,6,6,,,2002,8/17/2015 15:03,,
2307312,HH592448,8/16/2002 15:05,057XX N LINCOLN AVE,1130,DECEPTIVE PRACTICE,FALSE,FALSE,2011,20,40,2,11,,,2002,8/17/2015 15:03,,
2307497,HH594654,8/21/2002 8:15,061XX N WESTERN AVE,910,MOTOR VEHICLE THEFT,TRUE,FALSE,2413,24,50,2,7,,,2002,8/17/2015 15:03,,
2307582,HH596675,8/21/2002 22:00,022XX S WOLCOTT AVE,1320,CRIMINAL DAMAGE,FALSE,FALSE,1034,10,25,31,14,,,2002,8/17/2015 15:03,,
11035484,JA369180,7/29/2017 22:10,007XX N LAWNDALE AVE,143A,WEAPONS VIOLATION,TRUE,FALSE,1112,11,27,23,15,1151587,1904667,2017,8/5/2017 15:50,41.89428577,-87.71871747
2308152,HH594758,8/21/2002 9:15,057XX W LAWRENCE AVE,320,ROBBERY,FALSE,FALSE,1622,16,45,15,3,,,2002,8/17/2015 15:03,,
2309110,HH598232,8/22/2002 19:50,029XX W HOLLYWOOD AVE,031A,ROBBERY,FALSE,FALSE,2011,20,40,2,3,,,2002,8/17/2015 15:03,,
2310609,HH599321,8/23/2002 11:15,012XX S RACINE AVE,460,BATTERY,FALSE,FALSE,1232,12,2,28,08B,,,2002,8/17/2015 15:03,,
2310678,HH600034,8/23/2002 16:10,035XX N PULASKI RD,870,THEFT,FALSE,FALSE,1732,17,30,21,6,,,2002,8/17/2015 15:03,,
2310701,HH599280,8/23/2002 10:50,046XX S HALSTED ST,610,BURGLARY,FALSE,FALSE,921,9,11,61,5,,,2002,8/17/2015 15:03,,
2310732,HH600674,8/23/2002 21:50,0000X N ASHLAND AVE,031A,ROBBERY,FALSE,FALSE,1333,12,27,28,3,,,2002,8/17/2015 15:03,,
2314526,HH494328,7/7/2002 23:37,005XX N CENTRAL PARK AVE,460,BATTERY,FALSE,FALSE,1122,11,27,23,08B,,,2002,8/17/2015 15:03,,
11035485,JA369167,7/29/2017 22:37,028XX W 57TH ST,041A,BATTERY,FALSE,FALSE,824,8,16,63,04B,1158233,1866720,2017,8/5/2017 15:50,41.79002167,-87.69534393
2310878,HH601161,8/24/2002 3:43,035XX N CICERO AVE,1210,DECEPTIVE PRACTICE,TRUE,FALSE,1731,17,30,15,11,,,2002,8/17/2015 15:03,,
2311001,HH597679,8/22/2002 16:00,031XX W 19TH ST,1310,CRIMINAL DAMAGE,FALSE,FALSE,1022,10,24,29,14,,,2002,8/17/2015 15:03,,
2311014,HH599780,8/23/2002 14:32,031XX S ASHLAND AVE,560,ASSAULT,FALSE,FALSE,922,9,11,59,08A,,,2002,8/17/2015 15:03,,
2311437,HH601980,8/24/2002 11:00,025XX N SHEFFIELD AVE,820,THEFT,FALSE,FALSE,1933,19,43,7,6,,,2002,8/17/2015 15:03,,
2311687,HH596920,8/21/2002 22:30,023XX W CULLERTON ST,820,THEFT,FALSE,FALSE,1223,12,25,31,6,,,2002,8/17/2015 15:03,,
2314566,HH606299,7/6/2002 1:00,044XX S PULASKI RD,910,MOTOR VEHICLE THEFT,FALSE,FALSE,815,8,14,57,7,,,2002,8/17/2015 15:03,,
2312205,HH597454,8/20/2002 21:00,047XX W BELMONT AVE,915,MOTOR VEHICLE THEFT,FALSE,FALSE,1731,17,30,15,7,,,2002,8/17/2015 15:03,,
2313127,HH587260,8/17/2002 19:05,075XX N DAMEN AVE,1811,NARCOTICS,TRUE,FALSE,2424,24,49,1,18,,,2002,8/17/2015 15:03,,
2313207,HH604520,8/25/2002 16:50,022XX S SPAULDING AVE,430,BATTERY,FALSE,FALSE,1024,10,22,30,04B,,,2002,8/17/2015 15:03,,
2321898,HH611507,8/28/2002 21:19,030XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TRUE,FALSE,2122,2,4,35,14,,,2002,8/17/2015 15:03,,
11035487,JA369207,7/29/2017 23:34,004XX S PULASKI RD,460,BATTERY,TRUE,FALSE,1132,11,24,26,08B,1149797,1897617,2017,8/5/2017 15:50,41.8749748,-87.72547505
2316449,HH601315,8/20/2002 18:00,010XX W VERNON PARK PL,810,THEFT,FALSE,FALSE,1213,12,25,28,6,,,2002,8/17/2015 15:03,,
11035488,JA369175,7/29/2017 22:56,097XX S COTTAGE GROVE AVE,143A,WEAPONS VIOLATION,TRUE,FALSE,511,5,8,50,15,1183317,1840574,2017,8/5/2017 15:50,41.71772672,-87.60418104
2317693,HH605083,8/26/2002 1:40,014XX N HONORE ST,326,ROBBERY,FALSE,FALSE,1424,14,1,24,3,,,2002,8/17/2015 15:03,,
2318228,HH598657,8/23/2002 0:25,051XX W HURON ST,1811,NARCOTICS,TRUE,FALSE,1531,15,28,25,18,,,2002,8/17/2015 15:03,,
2319895,HH595049,8/21/2002 12:00,0000X E 75TH ST,1811,NARCOTICS,TRUE,FALSE,323,3,6,69,18,,,2002,8/17/2015 15:03,,
2318533,HH611400,8/27/2002 16:00,031XX N LAKEWOOD AVE,810,THEFT,FALSE,FALSE,1932,19,32,6,6,,,2002,8/17/2015 15:03,,
2318867,HH608919,8/27/2002 6:40,019XX W PRYOR AVE,810,THEFT,FALSE,FALSE,2212,22,19,75,6,,,2002,8/17/2015 15:03,,
2327701,HH598542,8/22/2002 23:18,055XX S EMERALD AVE,2027,NARCOTICS,TRUE,FALSE,711,7,3,68,18,,,2002,8/17/2015 15:03,,
2319132,HH598003,8/22/2002 17:40,003XX W ROOSEVELT RD,2027,NARCOTICS,TRUE,FALSE,131,1,2,28,18,,,2002,8/17/2015 15:03,,
2371843,HH673879,9/26/2002 10:30,051XX S WENTWORTH AVE,910,MOTOR VEHICLE THEFT,FALSE,FALSE,232,2,3,37,7,,,2002,8/17/2015 15:03,,
2379236,HH664217,9/22/2002 0:24,028XX W ROOSEVELT RD,430,BATTERY,FALSE,FALSE,1135,11,28,29,04B,,,2002,8/17/2015 15:03,,
11035489,JA369014,7/29/2017 19:15,055XX S ROCKWELL ST,610,BURGLARY,FALSE,FALSE,824,8,16,63,5,1159978,1867835,2017,8/5/2017 15:50,41.79304566,-87.68891482
11035491,JA369178,7/29/2017 10:40,063XX S DR MARTIN LUTHER KING JR DR,498,BATTERY,FALSE,TRUE,312,3,20,69,04B,1180014,1862897,2017,8/5/2017 15:50,41.77905969,-87.6155965
2321704,HH605137,8/26/2002 3:10,006XX W 68TH ST,330,ROBBERY,TRUE,FALSE,723,7,6,68,3,,,2002,8/17/2015 15:03,,
2321146,HH609888,8/28/2002 8:25,071XX N GREENVIEW AVE,502P,OTHER OFFENSE,FALSE,FALSE,2423,24,49,1,26,,,2002,8/17/2015 15:03,,
11035492,JA369204,7/29/2017 22:45,089XX S ESCANABA AVE,2820,OTHER OFFENSE,FALSE,FALSE,423,4,10,46,26,1196941,1846285,2017,8/5/2017 15:50,41.73307074,-87.55409335
2321636,HH612974,8/29/2002 16:14,037XX W 18TH ST,460,BATTERY,FALSE,FALSE,1014,10,24,29,08B,,,2002,8/17/2015 15:03,,
11035495,JA369195,7/29/2017 0:30,001XX W KINZIE ST,820,THEFT,FALSE,FALSE,1831,18,42,8,6,1175310,1902997,2017,8/5/2017 15:50,41.88920383,-87.6316408
2322203,HH606895,8/26/2002 20:20,007XX N MILWAUKEE AVE,2250,LIQUOR LAW VIOLATION,TRUE,FALSE,1323,12,27,24,22,,,2002,8/17/2015 15:03,,
2322346,HH609709,8/28/2002 3:25,046XX W MADISON ST,499,BATTERY,FALSE,FALSE,1113,11,28,25,04B,,,2002,8/17/2015 15:03,,
2322602,HH615465,8/30/2002 18:36,016XX S ASHLAND AVE,4387,OTHER OFFENSE,FALSE,TRUE,1222,12,25,31,26,,,2002,8/17/2015 15:03,,
2323098,HH616084,8/31/2002 0:14,019XX W 51ST ST,460,BATTERY,FALSE,FALSE,915,9,16,61,08B,,,2002,8/17/2015 15:03,,
2323224,HH510675,7/15/2002 1:00,017XX W NORTH AVE,910,MOTOR VEHICLE THEFT,FALSE,FALSE,1433,14,32,24,7,,,2002,8/17/2015 15:03,,
2324021,HH615653,8/30/2002 20:07,033XX W WABANSIA AVE,031A,ROBBERY,FALSE,FALSE,1422,14,26,23,3,,,2002,8/17/2015 15:03,,
2324383,HH618611,9/1/2002 1:00,015XX W MORSE AVE,460,BATTERY,FALSE,TRUE,2431,24,49,1,08B,,,2002,8/17/2015 15:03,,
2324413,HH617913,8/31/2002 21:45,055XX W CORCORAN PL,320,ROBBERY,FALSE,FALSE,1523,15,28,25,3,,,2002,8/17/2015 15:03,,
2324490,HH604547,8/25/2002 19:41,0000X W ELM ST,860,THEFT,TRUE,FALSE,1824,18,42,8,6,,,2002,8/17/2015 15:03,,
2324553,HH617791,8/31/2002 20:00,001XX E PERSHING RD,031A,ROBBERY,FALSE,FALSE,211,2,3,35,3,,,2002,8/17/2015 15:03,,
2324568,HH616850,8/31/2002 1:00,054XX S HALSTED ST,620,BURGLARY,FALSE,FALSE,934,9,3,61,5,,,2002,8/17/2015 15:03,,
2324777,HH610762,8/28/2002 15:40,005XX E 62ND ST,486,BATTERY,FALSE,TRUE,313,3,20,42,08B,,,2002,8/17/2015 15:03,,
2324792,HH610603,8/28/2002 14:30,001XX E 61ST ST,486,BATTERY,FALSE,TRUE,311,3,20,40,08B,,,2002,8/17/2015 15:03,,
2324870,HH614167,7/13/2002 21:00,049XX W PARKER AVE,915,MOTOR VEHICLE THEFT,FALSE,FALSE,2521,25,31,19,7,,,2002,8/17/2015 15:03,,
2325201,HH618605,9/1/2002 9:25,019XX E 79TH ST,910,MOTOR VEHICLE THEFT,TRUE,FALSE,414,4,8,46,7,,,2002,8/17/2015 15:03,,
2325347,HH618557,9/1/2002 8:50,005XX W WINNECONNA PKWY,499,BATTERY,FALSE,TRUE,621,6,17,69,04B,,,2002,8/17/2015 15:03,,
11035497,JA369208,7/29/2017 23:25,001XX S WACKER DR,810,THEFT,FALSE,TRUE,122,1,2,32,6,1173958,1899512,2017,8/5/2017 15:50,41.87967101,-87.63670974
